WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,class
23,23,8.7,86.96,47.83,21.74,13.04,0,0,4.35,8.7,0,8.7,13.04,17.39,8.7,8.7,8.7,0,0,4.35,0,0,0,0,0,21.74,0,0,4.35,4.35,4.35,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,13.04,8.7,0,0,13.04,8.7,0,0,4.35,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,no
16,16,25,87.5,62.5,25,25,0,0,18.75,6.25,0,0,6.25,12.5,12.5,0,12.5,0,6.25,6.25,6.25,6.25,6.25,0,0,31.25,0,6.25,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,18.75,0,6.25,12.5,0,0,0,0,0,6.25,0,0,0,0,no
9,9,0,88.89,88.89,22.22,22.22,0,0,11.11,11.11,0,0,0,33.33,33.33,0,22.22,0,22.22,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,no
20,20,20,95,65,20,15,5,0,5,5,0,5,10,20,15,5,15,0,10,0,10,0,0,5,0,20,5,0,0,0,0,0,0,0,0,15,5,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,25,10,5,10,0,0,0,5,0,0,0,0,0,0,no
30,30,6.67,93.33,66.67,16.67,10,0,0,3.33,6.67,0,6.67,13.33,20,20,3.33,10,0,6.67,6.67,10,3.33,0,0,3.33,20,0,0,10,13.33,0,13.33,0,10,0,16.67,0,3.33,3.33,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,6.67,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,no
12,12,0,91.67,66.67,33.33,33.33,0,8.33,16.67,8.33,0,0,0,16.67,16.67,0,16.67,0,8.33,0,16.67,0,0,0,0,33.33,0,0,0,16.67,0,16.67,0,8.33,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,no
23,23,8.7,82.61,60.87,17.39,13.04,4.35,0,4.35,4.35,0,4.35,4.35,26.09,13.04,0,26.09,0,4.35,8.7,4.35,4.35,13.04,0,4.35,17.39,0,0,4.35,8.7,4.35,4.35,0,4.35,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,8.7,0,0,8.7,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,no
19,19,10.53,84.21,68.42,21.05,21.05,0,0,10.53,10.53,0,0,0,21.05,21.05,0,10.53,5.26,10.53,10.53,21.05,0,0,5.26,0,26.32,0,0,0,0,0,0,0,0,0,10.53,0,0,5.26,5.26,0,0,0,5.26,5.26,5.26,0,0,5.26,0,5.26,0,0,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,no
19,19,0,89.47,68.42,21.05,21.05,5.26,0,10.53,5.26,0,0,10.53,15.79,15.79,0,15.79,0,5.26,10.53,0,10.53,0,0,0,21.05,0,0,5.26,0,0,0,0,0,0,10.53,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,21.05,5.26,0,0,0,0,0,0,0,0,0,0,no
24,24,12.5,83.33,66.67,20.83,20.83,4.17,0,12.5,4.17,0,0,4.17,12.5,12.5,4.17,8.33,0,20.83,8.33,12.5,0,0,0,0,16.67,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,16.67,0,4.17,12.5,0,0,0,0,0,0,0,0,0,0,no
21,21,14.29,100,66.67,28.57,23.81,0,0,14.29,9.52,0,4.76,0,28.57,14.29,9.52,19.05,0,4.76,4.76,14.29,0,4.76,0,0,38.1,0,0,0,14.29,14.29,0,0,0,0,19.05,0,4.76,4.76,0,4.76,0,4.76,0,0,0,0,0,9.52,0,0,9.52,0,9.52,0,9.52,0,4.76,0,0,0,0,0,0,0,0,0,no
17,17,11.76,88.24,58.82,29.41,23.53,0,5.88,5.88,11.76,0,5.88,5.88,17.65,11.76,0,17.65,0,0,5.88,5.88,0,0,5.88,0,35.29,0,0,0,0,0,0,0,0,0,29.41,11.76,0,5.88,11.76,5.88,0,5.88,5.88,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,31.58,73.68,57.89,21.05,15.79,0,0,5.26,5.26,5.26,5.26,10.53,21.05,15.79,5.26,15.79,0,0,5.26,5.26,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,15.79,5.26,0,0,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,no
30,30,6.67,90,66.67,20,13.33,0,3.33,3.33,6.67,0,6.67,0,20,13.33,0,13.33,3.33,3.33,13.33,20,0,3.33,0,0,20,0,0,0,13.33,6.67,6.67,0,0,0,30,3.33,0,13.33,10,3.33,0,6.67,10,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,no
22,22,13.64,95.45,63.64,27.27,27.27,13.64,0,4.55,9.09,0,0,4.55,13.64,9.09,0,13.64,0,9.09,13.64,0,0,0,0,0,31.82,0,4.55,4.55,18.18,18.18,0,0,0,0,4.55,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
24,24,8.33,95.83,70.83,20.83,16.67,8.33,0,4.17,4.17,0,4.17,8.33,20.83,12.5,4.17,16.67,0,8.33,8.33,4.17,4.17,4.17,4.17,0,12.5,0,0,0,8.33,8.33,0,0,0,0,12.5,4.17,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,20.83,8.33,4.17,8.33,0,0,0,4.17,0,0,0,0,0,0,no
13,13,0,100,61.54,38.46,38.46,7.69,7.69,7.69,7.69,7.69,0,0,38.46,15.38,0,38.46,0,0,0,0,7.69,0,0,0,38.46,0,0,7.69,23.08,15.38,7.69,0,0,7.69,15.38,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,no
17,17,11.76,88.24,58.82,29.41,23.53,0,5.88,11.76,5.88,0,5.88,0,17.65,11.76,0,17.65,0,5.88,5.88,11.76,0,0,0,0,35.29,0,5.88,0,5.88,5.88,0,0,0,0,29.41,5.88,5.88,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,23.53,5.88,5.88,11.76,0,0,0,0,0,0,0,0,0,0,no
22,22,9.09,90.91,68.18,27.27,13.64,4.55,0,4.55,4.55,0,13.64,0,18.18,9.09,0,18.18,0,9.09,9.09,9.09,0,4.55,0,0,9.09,0,0,0,0,0,0,0,0,0,27.27,4.55,0,9.09,13.64,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,22.73,9.09,4.55,9.09,0,0,0,0,0,0,0,0,0,0,no
10,10,0,90,60,40,20,0,0,10,10,0,20,0,30,20,0,30,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,20,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,no
18,18,11.11,88.89,72.22,16.67,16.67,0,0,11.11,5.56,0,0,5.56,22.22,22.22,11.11,11.11,0,5.56,16.67,5.56,0,0,0,0,16.67,0,0,0,16.67,5.56,11.11,0,5.56,5.56,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,no
27,27,7.41,70.37,55.56,22.22,22.22,11.11,0,3.7,7.41,0,0,0,11.11,11.11,0,11.11,0,3.7,7.41,14.81,0,0,3.7,0,11.11,0,0,0,7.41,3.7,3.7,0,0,0,11.11,0,0,0,0,0,0,3.7,7.41,3.7,3.7,0,0,0,0,0,0,0,7.41,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,no
17,17,0,94.12,58.82,35.29,17.65,5.88,0,5.88,5.88,0,17.65,11.76,23.53,17.65,5.88,17.65,0,0,0,0,0,0,0,0,17.65,0,0,0,17.65,5.88,11.76,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,11.76,0,5.88,11.76,0,5.88,0,0,0,0,0,0,0,0,no
18,18,11.11,88.89,66.67,27.78,22.22,11.11,0,5.56,5.56,0,5.56,5.56,27.78,11.11,0,27.78,0,5.56,16.67,0,0,0,5.56,0,16.67,0,0,0,0,0,0,0,0,0,16.67,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,no
27,27,7.41,96.3,66.67,25.93,22.22,11.11,0,7.41,3.7,0,3.7,3.7,18.52,14.81,0,14.81,3.7,7.41,3.7,11.11,0,7.41,0,0,14.81,3.7,0,0,11.11,7.41,3.7,0,0,0,18.52,3.7,3.7,0,0,7.41,0,0,3.7,3.7,3.7,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,3.7,0,0,0,0,0,0,0,no
15,15,6.67,93.33,66.67,13.33,13.33,0,0,6.67,6.67,0,0,13.33,13.33,13.33,0,13.33,0,13.33,6.67,13.33,0,0,6.67,0,13.33,0,0,0,13.33,13.33,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,no
17,17,23.53,88.24,64.71,23.53,23.53,0,0,17.65,5.88,0,0,5.88,17.65,17.65,0,17.65,0,5.88,5.88,5.88,5.88,5.88,0,0,29.41,0,5.88,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,0,5.88,0,0,17.65,0,5.88,11.76,0,0,0,0,0,5.88,0,0,0,0,no
21,21,0,95.24,80.95,61.9,28.57,9.52,0,4.76,14.29,0,33.33,4.76,14.29,14.29,0,14.29,0,0,0,0,0,0,0,4.76,47.62,0,0,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,no
23,23,0,78.26,47.83,17.39,13.04,0,0,4.35,8.7,0,4.35,4.35,17.39,13.04,0,17.39,0,4.35,4.35,13.04,0,0,13.04,4.35,26.09,0,0,4.35,4.35,0,4.35,0,4.35,0,13.04,0,0,4.35,4.35,4.35,0,4.35,4.35,4.35,0,4.35,0,4.35,0,4.35,0,0,13.04,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,no
12,12,25,83.33,83.33,41.67,33.33,0,0,8.33,25,0,8.33,8.33,16.67,16.67,0,16.67,0,8.33,0,0,0,0,8.33,0,41.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
26,26,0,88.46,61.54,26.92,23.08,3.85,0,11.54,7.69,0,3.85,0,23.08,23.08,0,19.23,0,0,11.54,3.85,0,0,0,0,23.08,0,0,0,3.85,3.85,0,0,0,0,3.85,0,0,3.85,3.85,0,0,0,3.85,0,0,0,0,3.85,3.85,0,0,0,11.54,3.85,3.85,3.85,3.85,0,0,3.85,0,0,0,0,0,0,no
29,29,6.9,89.66,58.62,24.14,13.79,0,0,6.9,6.9,0,10.34,3.45,10.34,6.9,0,10.34,0,3.45,13.79,0,0,6.9,0,0,27.59,0,0,3.45,3.45,3.45,0,0,0,0,13.79,0,3.45,0,0,6.9,0,3.45,0,10.34,0,10.34,0,0,0,0,0,0,3.45,0,3.45,3.45,0,3.45,0,0,0,0,0,0,0,3.45,no
27,27,18.52,92.59,70.37,25.93,25.93,7.41,0,3.7,14.81,0,0,7.41,14.81,14.81,0,14.81,0,3.7,7.41,11.11,3.7,0,0,0,29.63,3.7,3.7,0,11.11,7.41,3.7,0,0,3.7,14.81,0,3.7,0,0,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,7.41,0,3.7,7.41,0,0,0,0,0,0,0,0,0,3.7,no
12,12,25,75,58.33,25,25,0,0,16.67,8.33,0,0,0,16.67,16.67,0,16.67,0,8.33,0,16.67,0,0,0,0,33.33,8.33,0,0,0,0,0,0,0,0,16.67,0,8.33,0,8.33,0,0,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
28,28,14.29,92.86,75,35.71,25,10.71,0,10.71,3.57,0,10.71,7.14,25,14.29,3.57,21.43,0,3.57,3.57,7.14,7.14,0,0,3.57,14.29,0,0,0,7.14,3.57,3.57,0,3.57,0,21.43,7.14,0,0,3.57,3.57,0,0,7.14,3.57,3.57,0,0,7.14,3.57,0,3.57,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,no
14,14,7.14,100,64.29,35.71,35.71,21.43,0,7.14,7.14,0,0,0,28.57,28.57,0,28.57,0,7.14,0,7.14,0,0,0,0,14.29,0,0,0,14.29,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,7.14,0,0,14.29,0,0,0,0,0,0,7.14,7.14,0,7.14,no
26,26,7.69,92.31,69.23,15.38,15.38,0,0,11.54,3.85,0,0,11.54,19.23,19.23,0,11.54,3.85,0,7.69,7.69,0,7.69,0,0,23.08,0,0,3.85,15.38,3.85,11.54,0,7.69,3.85,23.08,0,0,7.69,11.54,0,0,3.85,11.54,0,0,0,0,0,0,0,0,0,3.85,0,3.85,0,0,7.69,0,0,0,0,0,0,0,0,no
15,15,13.33,80,60,20,20,0,0,13.33,6.67,0,0,6.67,26.67,20,0,26.67,0,13.33,0,6.67,0,0,0,0,26.67,0,0,6.67,6.67,6.67,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
25,25,20,92,52,20,20,8,0,8,4,0,0,4,16,12,0,16,0,8,4,16,0,0,4,0,12,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,8,0,12,4,0,8,20,16,4,0,0,12,4,0,8,0,0,0,0,0,0,0,0,0,0,no
28,28,3.57,96.43,67.86,25,14.29,0,0,7.14,7.14,0,10.71,0,14.29,10.71,0,14.29,0,14.29,3.57,14.29,0,3.57,3.57,3.57,28.57,0,7.14,0,17.86,14.29,3.57,0,3.57,0,25,3.57,0,0,0,3.57,0,7.14,10.71,0,0,0,0,3.57,3.57,0,0,0,3.57,0,0,7.14,0,0,0,0,0,0,0,3.57,0,3.57,no
26,26,15.38,84.62,57.69,15.38,15.38,3.85,0,7.69,3.85,0,0,7.69,15.38,15.38,0,15.38,0,0,11.54,7.69,0,3.85,0,0,23.08,0,3.85,3.85,7.69,3.85,3.85,0,3.85,0,7.69,0,0,0,0,3.85,0,3.85,0,3.85,0,3.85,0,0,0,0,0,0,15.38,0,3.85,11.54,3.85,0,0,0,0,0,0,0,0,3.85,no
21,21,4.76,100,71.43,28.57,28.57,4.76,0,14.29,9.52,0,0,0,19.05,9.52,0,19.05,0,4.76,19.05,19.05,0,0,0,0,28.57,0,4.76,0,9.52,4.76,4.76,0,4.76,0,28.57,9.52,0,4.76,14.29,0,4.76,0,14.29,0,0,0,0,0,0,0,0,0,9.52,0,9.52,0,0,0,0,0,0,0,0,4.76,0,0,no
26,26,23.08,84.62,57.69,23.08,15.38,3.85,0,7.69,3.85,0,7.69,0,19.23,15.38,3.85,15.38,0,7.69,3.85,3.85,3.85,3.85,0,0,23.08,7.69,0,0,7.69,7.69,0,0,0,0,15.38,0,3.85,0,7.69,0,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,3.85,0,0,no
20,20,15,100,60,20,15,0,0,10,5,0,5,10,20,15,0,20,0,5,10,10,0,0,0,10,25,0,0,5,25,10,15,0,15,0,15,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,10,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,no
12,12,25,83.33,50,25,25,0,0,8.33,16.67,0,0,0,33.33,25,0,33.33,0,8.33,0,0,0,0,0,0,33.33,0,8.33,0,8.33,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,no
20,20,15,65,40,5,5,0,0,5,0,0,0,15,5,5,0,5,0,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,5,5,5,0,0,0,0,0,0,5,0,0,no
19,19,21.05,84.21,63.16,31.58,21.05,10.53,0,5.26,5.26,0,10.53,5.26,26.32,21.05,0,26.32,0,10.53,0,0,5.26,0,0,0,15.79,0,5.26,0,10.53,10.53,0,0,0,0,10.53,5.26,0,0,0,5.26,0,0,0,5.26,0,0,5.26,0,0,0,0,0,10.53,0,5.26,5.26,0,0,0,5.26,0,0,0,5.26,0,0,no
9,9,11.11,100,77.78,22.22,22.22,0,0,11.11,11.11,0,0,0,22.22,22.22,0,22.22,0,11.11,0,22.22,11.11,0,0,0,22.22,0,0,0,22.22,11.11,11.11,11.11,0,0,22.22,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
23,23,8.7,100,78.26,39.13,26.09,0,0,8.7,17.39,0,13.04,0,30.43,17.39,0,26.09,0,17.39,0,13.04,0,0,0,0,34.78,0,0,4.35,13.04,8.7,4.35,4.35,0,0,21.74,4.35,4.35,0,0,0,0,4.35,8.7,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
25,25,12,96,72,28,20,4,0,8,8,0,8,0,28,16,4,20,4,12,12,12,4,0,0,0,20,0,0,4,8,0,8,0,4,4,20,4,0,12,4,0,0,0,8,0,0,0,0,4,4,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,no
20,20,5,95,60,25,25,10,0,10,5,0,0,0,20,15,0,15,0,5,10,5,0,0,0,0,20,0,0,0,15,15,0,0,0,0,10,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,5,0,5,no
24,24,25,87.5,62.5,12.5,12.5,4.17,0,4.17,4.17,0,0,16.67,8.33,8.33,0,8.33,0,8.33,16.67,0,0,0,0,0,12.5,0,0,4.17,4.17,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,4.17,8.33,0,8.33,0,8.33,0,0,0,8.33,16.67,0,16.67,0,0,0,12.5,4.17,0,0,0,0,0,0,no
14,14,0,85.71,64.29,28.57,21.43,0,0,14.29,7.14,0,7.14,0,35.71,21.43,7.14,21.43,7.14,0,7.14,0,7.14,0,0,0,35.71,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,no
12,12,0,100,66.67,41.67,33.33,8.33,0,16.67,8.33,0,8.33,0,33.33,25,0,25,0,0,0,0,0,0,0,0,25,0,0,0,16.67,16.67,0,0,0,0,16.67,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,no
22,22,13.64,90.91,77.27,27.27,13.64,0,0,4.55,9.09,0,13.64,9.09,13.64,13.64,0,13.64,0,13.64,18.18,4.55,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,4.55,0,0,0,0,0,0,0,no
26,26,7.69,96.15,50,23.08,19.23,7.69,0,3.85,7.69,0,3.85,7.69,19.23,11.54,0,19.23,0,3.85,0,3.85,0,0,0,3.85,19.23,7.69,0,0,26.92,15.38,11.54,0,7.69,0,11.54,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,0,0,3.85,0,3.85,3.85,0,0,3.85,3.85,0,0,0,0,0,3.85,0,0,no
16,16,6.25,93.75,75,37.5,18.75,6.25,0,6.25,6.25,0,18.75,6.25,31.25,18.75,6.25,18.75,0,6.25,6.25,0,0,6.25,0,0,18.75,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,no
18,18,11.11,94.44,66.67,16.67,16.67,5.56,0,5.56,5.56,0,0,0,27.78,22.22,0,22.22,0,22.22,0,11.11,5.56,5.56,0,0,11.11,0,0,0,22.22,5.56,16.67,0,0,11.11,27.78,0,11.11,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,no
21,21,23.81,90.48,61.9,28.57,9.52,0,0,4.76,4.76,0,19.05,4.76,23.81,19.05,4.76,19.05,0,4.76,9.52,0,0,0,0,0,19.05,0,0,0,0,0,0,0,0,0,9.52,0,4.76,0,0,0,4.76,4.76,0,14.29,9.52,4.76,0,4.76,4.76,0,0,0,9.52,0,4.76,9.52,0,4.76,0,0,0,0,0,0,0,4.76,no
25,25,20,92,68,36,32,4,0,12,16,0,4,4,12,12,0,12,0,8,8,4,0,0,0,4,28,0,0,0,4,4,0,0,0,0,12,0,0,0,12,0,0,0,4,0,0,0,0,8,8,0,4,0,8,0,0,8,0,0,0,0,4,8,0,0,0,0,no
19,19,21.05,73.68,57.89,26.32,15.79,0,0,5.26,10.53,0,10.53,5.26,21.05,15.79,5.26,10.53,0,0,5.26,5.26,0,0,0,0,15.79,0,0,0,5.26,0,5.26,0,5.26,0,10.53,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,no
27,27,3.7,96.3,59.26,25.93,25.93,14.81,0,7.41,3.7,0,0,3.7,25.93,14.81,11.11,7.41,0,3.7,7.41,3.7,0,3.7,0,0,14.81,0,0,0,11.11,3.7,7.41,0,0,7.41,18.52,11.11,7.41,0,0,3.7,0,0,3.7,7.41,3.7,3.7,0,0,0,0,0,0,14.81,3.7,3.7,7.41,0,0,0,0,0,0,0,0,0,0,no
20,20,25,85,70,30,15,0,5,5,5,0,15,5,10,10,0,10,0,10,15,0,5,5,0,0,20,0,0,0,5,0,5,0,0,0,15,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,0,68.42,63.16,31.58,31.58,5.26,5.26,5.26,10.53,5.26,0,0,31.58,31.58,0,31.58,0,0,5.26,5.26,0,0,0,0,26.32,0,0,0,5.26,5.26,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,no
9,9,11.11,100,77.78,33.33,33.33,0,0,11.11,22.22,0,0,0,33.33,33.33,11.11,22.22,0,11.11,0,11.11,0,0,0,0,33.33,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,no
18,18,22.22,88.89,61.11,11.11,11.11,0,0,5.56,5.56,0,0,5.56,11.11,11.11,0,11.11,0,11.11,11.11,16.67,0,0,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,16.67,0,0,5.56,11.11,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,11.11,0,5.56,5.56,5.56,5.56,5.56,0,5.56,0,0,0,0,0,no
26,26,3.85,84.62,69.23,30.77,19.23,7.69,0,7.69,3.85,0,11.54,3.85,19.23,15.38,0,15.38,3.85,0,7.69,7.69,0,3.85,0,0,19.23,0,0,0,0,0,0,0,0,0,23.08,0,3.85,3.85,0,0,0,15.38,0,7.69,3.85,3.85,0,0,0,0,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,no
20,20,10,95,55,25,20,0,0,10,10,0,5,0,15,10,5,10,0,10,5,15,0,0,0,10,35,0,0,5,5,5,0,0,0,0,20,0,10,0,0,5,0,5,0,5,0,5,0,10,10,0,5,0,10,0,5,5,0,5,0,0,0,0,0,0,0,0,no
19,19,26.32,68.42,42.11,21.05,21.05,0,5.26,10.53,5.26,0,0,10.53,15.79,10.53,0,15.79,0,0,0,0,0,0,0,0,21.05,0,0,0,15.79,5.26,10.53,0,10.53,0,10.53,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,5.26,no
31,31,3.23,93.55,64.52,22.58,22.58,16.13,0,3.23,3.23,0,0,3.23,19.35,12.9,3.23,12.9,0,6.45,6.45,12.9,0,0,9.68,0,19.35,3.23,0,6.45,12.9,12.9,0,0,0,0,16.13,3.23,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,0,3.23,0,16.13,0,6.45,9.68,0,3.23,0,0,0,0,0,0,0,0,no
19,19,15.79,84.21,68.42,15.79,15.79,5.26,0,5.26,5.26,0,0,10.53,26.32,21.05,0,21.05,5.26,10.53,5.26,5.26,0,0,0,0,21.05,5.26,0,0,10.53,10.53,0,0,0,0,15.79,0,0,10.53,5.26,5.26,0,0,5.26,0,0,0,0,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
18,18,11.11,77.78,55.56,16.67,11.11,0,0,5.56,5.56,0,5.56,5.56,27.78,22.22,0,22.22,0,5.56,5.56,0,0,0,0,0,22.22,0,5.56,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,no
28,28,10.71,89.29,67.86,28.57,25,10.71,0,3.57,10.71,0,3.57,0,25,14.29,10.71,14.29,0,10.71,14.29,3.57,3.57,0,0,0,17.86,0,0,0,7.14,7.14,0,0,0,0,10.71,3.57,3.57,0,0,0,0,0,3.57,7.14,3.57,3.57,0,0,0,0,0,0,10.71,0,10.71,0,0,0,0,0,0,0,0,0,0,0,no
24,24,12.5,95.83,62.5,29.17,25,8.33,0,4.17,12.5,0,4.17,4.17,16.67,12.5,0,16.67,0,0,12.5,4.17,4.17,0,0,0,25,0,0,4.17,16.67,12.5,4.17,0,0,4.17,8.33,0,0,4.17,4.17,0,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,8.33,0,8.33,0,0,4.17,0,0,0,0,0,0,0,0,no
22,22,18.18,86.36,59.09,18.18,13.64,0,0,4.55,9.09,0,4.55,4.55,36.36,27.27,4.55,27.27,0,4.55,4.55,0,4.55,4.55,0,4.55,27.27,0,0,0,4.55,0,4.55,0,4.55,0,9.09,0,4.55,0,0,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,no
